,연번,시설코드,대상 유형,근거법규,사회복지시설,"시설기관 
대분류","시설기관 
세분류",시설기관명,"사업자번호
(기관기호)",시설기관장,대표전화,대표메일,팩스,주소,운영주체,운영주체명,정원 (2026.6),현원 (2026.6),"VMS 
인증여부","가평SSN 
회원여부",아이디,비밀번호,담당자,연락처,직책,"담당자
메일",홈페이지,비고
,,,장애인(교통약자),개별법,N,무장애시설,바/까페,코리달리스,,,,,,청평면 호반로 887,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/81/2773981_image2_1.jpeg,
,,,장애인(교통약자),개별법,N,무장애시설,박물관,가평현암농경유물박물관,,,,,,북면 석장모루길 13,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,산,가평 하이랜드,,,031-581-2256~7,,,북면 가화로 2369-19,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/37/1979637_image2_1.JPG,
,,,장애인(교통약자),개별법,N,무장애시설,산,더 스테이호텔,,,031-581-5711,,,가평읍 보납로 73,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/39/2993039_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,산,브룩5(BROOK5),,,,,,가평읍 태봉두밀로 162,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/90/2811690_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,산,상천체육문화연수원,,,031-581-7030,,,청평면 경춘로 1401,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/46/1786046_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,산,오버더마운틴,,,,,,상면 수목원로386번길 75,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,상설시장,가평 잣고을 전통시장,,,031-580-2114,,,가평읍 장터2길 10,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,서양식,살롱 드 이터널저니,,,,,,설악면 유명로 1007-90,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/95/2723995_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,섬,자라섬,,,,,,가평읍 자라섬로 60,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,수목원,아침고요수목원,,,,,,상면 수목원로 432,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/05/3057605_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,스킨스쿠버다이빙,K-26,,,,,,청평면 고재길 262-57,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/84/3357584_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,"야영장,오토캠핑장",자라섬캠핑장,,,,,,가평읍 자라섬로 60,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,자연생태관광지,수풀로 삼회리,,,,,,청평면 북한강로 2047,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/95/3077295_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,자연휴양림,국립 유명산자연휴양림,,,,,,설악면 유명산길 79-53,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/75/3077275_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,자연휴양림,잣향기푸른숲,,,,,,상면 축령로 289-146,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/23/3037123_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,자연휴양림,청평자연휴양림,,,,,,청평면 북한강로2246번길 8-6,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/70/3077270_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,자연휴양림,칼봉산자연휴양림,,,,,,가평읍 경반안로 454,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/07/1589007_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,전시관,명지산생태전시관,,,,,,북면 가화로 2089-42,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/48/2021248_image2_1.JPG,
,,,장애인(교통약자),개별법,N,무장애시설,테마공원,꿈의동산,,,,,,청평면 에덴벚꽃길 139,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/11/2932211_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,테마공원,아침고요가족동물원,,,,,,상면 임초밤안골로 301,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/97/2602797_image2_1.bmp,
,,,장애인(교통약자),개별법,N,무장애시설,테마공원,에델바이스 스위스 테마파크,,,,,,설악면 다락재로 226-57,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/90/3420690_image2_1.JPG,
,,,장애인(교통약자),개별법,N,무장애시설,테마공원,자라섬 이화원,,,,,,가평읍 자라섬로 64,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,테마공원,피노키오와 다빈치,,,,,,청평면 호반로 1063,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/45/3352545_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,한식,네자매평강막국수,,,,,,설악면 한서로 87,,,,,,,,,,,,,,
,,,장애인(교통약자),개별법,N,무장애시설,한식,동기간,,,031-581-5570,,,가평읍 보납로 459-158,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/85/2010785_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,한식,솥뚜껑닭볶음탕 가평본점,,,,,,설악면 어비산길 130-18,,,,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/02/3387802_image2_1.jpg,
,,,장애인(교통약자),개별법,N,무장애시설,한식,옛골75,,,031-585-7501,,,상면 수목원로 60,,,,,,,,,,,,,,
,,,장애인(교통약자),장애인복지법,N,장애유형별 단체,교통장애인단체(이동지원시설),한국교통장애인협회 가평군지회,,윤수한,031-584-3545,,031-584-5706,설악면 유명로 2026,법인,사단법인 한국교통장애인협회 경기도지부 ,,,,,,,,,,,www.voda.or.kr,
,,,장애인(교통약자),장애인복지법,N,장애유형별 단체,시각장애인단체(이동지원시설),경기도시각장애인연합회 가평군지회,132-82-05384,유경숙,031-584-1302,gh1302@daum.net,031-581-2303,"가평읍 석봉로191번길 65-35, 3층 (장애인재활체육지원센터 내)",법인,사단법인 경기도시각장애인연합회 가평군지회,,,,,,,,,,,https://www.eyes1004.com/,
,,,장애인(교통약자),장애인복지법,N,장애유형별 단체,장애인복지단체(이동지원시설),경기도장애인복지회 가평군지부,,박범서,031-581-3728,,031-581-3729,"가평읍 석봉로191번길 65-35, 3층 (장애인재활체육지원센터 내)",법인,사단법인 경기도장애인복지회,,,,,,,,,,,http://www.ggjb.or.kr/,
,,,장애인(교통약자),장애인복지법,N,장애유형별 단체,지체장애인단체(이동지원시설),경기도지체장애인협회 가평군지회,879-87-01196,김영수,031-582-0790,kappd7@naver.com,031-582-8175,"가평읍 석봉로191번길 65-35, 3층 (장애인재활체육지원센터 내)",법인,사단법인 경기도지체장애인협회 가평군지회,,,,,,,,,,,kappd7.or.kr,
,,,장애인(교통약자),장애인복지법,N,장애유형별 단체,청각장애인단체,한국농아인협회 가평군지회,,최형원,031-581-7653,gpdeaf@hanmail.net,031-582-7653,가평읍 문화로 131 (가평종합운동장 내),법인,사단법인 한국농아인협회 경기도지부 가평군지회,,,,,,,,,,,https://www.ggdeaf.kr/,
,,,장애인(교통약자),교통약자의 이동편의 증진법,N,장애인 등 이동지원 편의시설,교통약자 이동지원센터,가평군교통약자이동지원센터,,가평군수,031-8078-8122,gp4800@naver.com,070-8250-0391,가평읍 문화로 153,가평군,가평군시설관리공단,,,,,,,,,,,gpfmc.or.kr,
,,,장애인(교통약자),장애인보조기기법,N,장애인 등 이동지원 편의시설,보조기기수리센터,가평군보조기기수리센터,,김영수,031-582-0790,kappd7@naver.com,031-582-8175,"가평읍 석봉로191번길 65-35, 3층 (장애인재활체육지원센터 내)",법인,사단법인 경기도지체장애인협회 가평군지회,,,,,,,,,,,kappd7.or.kr,
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,가평군청 1청사 충전소,,가평군수,031-580-2227,,,가평읍 석봉로 181 ,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,가평군청 1청사 본관(가운데) 현관 오른쪽(실외)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,청평역 충전소,,가평군수,031-580-2227,,,청평면 청평역로 97-33,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,개찰구 안쪽 에스컬레이터 옆(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,청평면행정복지센터 충전소,,가평군수,031-580-2227,,,청평면 은고개로 19,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,정문 안쪽 우측(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,가평꽃동네 희망의 집 충전소,,가평군수,031-580-2227,,,조종면 꽃동네길 35-25,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,시설 앞 경사로 출입구(실외)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,조종면행정복지센터 충전소,,가평군수,031-580-2227,,,조종면 조종내길 71,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,1층 복지상담실 좌측(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,북면행정복지센터 충전소,,가평군수,031-580-2227,,,북면 가화로 1030-39,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,1층 로비 좌측(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,설악면행정복지센터 충전소,,가평군수,031-580-2227,,,설악면 한서로 8,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,1층 좌측 지적정보시스템 키오스크 옆(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,가평군장애인복지관 충전소,,가평군수,031-580-2227,,,가평읍 석봉로191번길 65-19,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,정문 안쪽 우측(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,한석봉체육관 충전소,,가평군수,031-580-2227,,,가평읍 문화로 153,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,지하2층 게시판 옆(실내)
,,,장애인(교통약자),장애인등편의법,N,장애인 등 이동지원 편의시설,전동보장구 충전소,가평군보건소 충전소,,가평군수,031-580-2227,,,가평읍 가화로 155,가평군,사회복지과 장애인복지팀,,,,,,,,,,,,출입문 입구 좌측(실내)
,,,장애인(교통약자),장애인복지법,N,장애인 자립생활지원시설,장애인자립생활센터,열린가평장애인자립생활센터,,채원준,031-584-4255~6,,031-584-4256,청평면 강변로 31-18,비영리민간단체,열린가평장애인자립생활센터,,,,,,,,,,,https://cafe.daum.net/gpcil,
,,,장애인(교통약자),장애인복지법,N,장애인 자립생활지원시설,장애인자립생활센터,경기도지체장애인협회 가평장애인자립생활센터,316-82-66918,김성근,031-582-0585,gpil2020@naver.com,031-582-0488,"가평읍 문화로 131, 희망축구장 옆",비영리민간단체,경기도지체장애인협회 가평장애인자립생활센터,,,,,,,,,,,,
,,,장애인(교통약자),장애인복지법,Y,장애인 지역사회재활시설,수어통역센터,가평군수어통역센터,? ,최형원 ,031-581-7653,? ,031-582-7653,가평읍 문화로 131 (가평종합운동장 내),법인,(사)한국농아인협회 경기도협회 가평군지회,,,,,,,,,,,,? 
,,,장애인(교통약자),장애인복지법,Y,장애인 지역사회재활시설,장애인복지관,가평군장애인복지관,? ,김명주 ,031-581-9785~6,gpjb12@hanmail.net,031-624-6350,가평읍 석봉로191번길 65-19,법인,가평군복지재단,,,,,,,,,,,www.gapyeongjb.or.kr,? 
,,,장애인(교통약자),장애인복지법,Y,장애인 지역사회재활시설,장애인생활이동지원센터,가평군장애인생활이동지원센터,? ,유경숙 ,031-581-2302,ct2302@naver.com,031-582-2303,"가평읍 석봉로191번길 65-35, 3층",법인,(사)경기도시각장애인연합회 가평군지회,,,,,,,,,,,https://eyes1004.com,이동에 상당한 제약이 있는 장애인에게 차량운행을 통한 직장 출·퇴근 및 외출보조 등 기타 이동 서비스를 제공하여 장애인의 사회활동 참여와 기회를 확대 지원? 
,,,장애인(교통약자),장애인복지법,Y,장애인 지역사회재활시설,장애인주간보호시설,가평군장애인주간보호센터,? ,김명주,070-8146-0001,gpjb12@hanmail.net,070-8150-9785,"가평읍 석봉로191번길 65-19, 3층",법인,가평군복지재단,,,,,,,,,,,www.gapyeongjb.or.kr,? 
,,,장애인(교통약자),장애인활동 지원에 관한 법률,N,장애인 지역사회재활시설,장애인활동지원센터,가평군장애인복지관,? ,김명주 ,031-581-9785~6,gpjb12@hanmail.net,031-624-6350,가평읍 석봉로191번길 65-19,법인,가평군복지재단,,,,,,,,,,,www.gapyeongjb.or.kr,? 
,,,장애인(교통약자),장애인활동 지원에 관한 법률,N,장애인 지역사회재활시설,장애인활동지원센터,청평장애인활동지원센터,,가평군수,031-585-7988,,,청평면 청평중앙로 64,법인,재단법인 가평군복지재단,,,,,,,,,,,http://gcwf.or.kr,
,,,장애인(교통약자),정신건강복지법,Y,장애인 지역사회재활시설,정신재활시설,가평꽃동네 환희의 집,132-82-07607,박영만(필립보),031-589-0210,kkotjs@kkot.or.kr,031-589-0219,조종면 꽃동네길 60,법인,사회복지법인 (재)예수의꽃동네유지재단(한국천주교 청주교구 소속),200,,,,,,배건일,,,,https://cafe.daum.net/fvjhouse,정신질환자 요양 및 사회복귀 훈련
,,,장애인(교통약자),장애인복지법,Y,장애인 직업재활시설,장애인보호작업장,가평나눔일터,443-82-00353,김구일 ,031-581-5052,gana1t@naver.com,031-581-5059,"가평읍 자라섬로 30, 201호",법인,(사)서울특별시중증장애인복지진흥회,,,,,,,,,,,http://gana1t.or.kr,
,,,장애인(교통약자),"장애인복지법, 가평군조례",N,장애인 체육활동 지원시설,장애인 재활 및 여가활동 지원시설,가평군장애인재활체육지원센터,,가평군수,031-582-2210,gcwf2210@naver.com,,가평읍 석봉로 191번길 65-35,법인,재단법인 가평군복지재단,,,,,,,,,,,http://gcwf.or.kr,
,,,장애인(교통약자),국민체육진흥법,N,장애인 체육활동 지원시설,장애인체육단체,가평군장애인체육회 (반다비체육관),,가평군수,031-8078-7975~6,gp-sad@hanmail.net,031-8078-7974,가평읍 문화로 131 (가평종합운동장 내),법정단체,가평군장애인체육회,,,,,,,,,,,https://www.gpsports.or.kr/kpc/main,
,,,장애인(교통약자),국민체육진흥법,N,장애인 체육활동 지원시설,장애인체육시설,조종 반다비 체육센터,,안동석,031-585-2007,gp-sad@hanmail.net,031-8078-7974,조종면 조종희망로26번길 16,법정단체,가평군장애인체육회,,,,,,,,,,,https://www.gpsports.or.kr/kpc/main,
,,,장애인(교통약자),국민체육진흥법,N,장애인 체육활동 지원시설,장애인체육시설,설악 반다비 체육센터,,안동석,031-585-3008,gp-sad@hanmail.net,031-8078-7974,설악면 자잠로 80,법정단체,가평군장애인체육회,,,,,,,,,,,https://www.gpsports.or.kr/kpc/main,
,,,장애인(교통약자),장애인복지법,Y,장애인거주시설,중증장애인시설,가평꽃동네 희망의집,,유미선,031-589-0265,gphope@kkot.or.kr,031-589-0265,조종면 꽃동네길 35-25,법인,사회복지법인 (재)예수의꽃동네유지재단(한국천주교 청주교구 소속),150,,,,,,,,,,https://www.kkot.or.kr/home/,중증장애인 전문 요양 및 재활 (정원 추정)
,,,장애인(교통약자),장애인복지법,Y,장애인거주시설,중증장애인시설(여),성가정의 집,132-82-80568,이은경(세실리아),031-585-7906,,031-585-7907,조종면 연인산로 474번길 139-37,법인,사회복지법인 작은예수회,29,,,,,,,,,,https://cafe.daum.net/theholyhome,
,,,장애인(교통약자),장애인복지법,Y,장애인거주시설,지적장애시설(남),가평꽃동네 은총의집,,임춘자,031-589-0188~9,gphope@kkot.or.kr,031-589-0190,조종면 꽃동네길 53-13,법인,사회복지법인 (재)예수의꽃동네유지재단(한국천주교 청주교구 소속),30,,,,,,,,,,https://www.kkot.or.kr/home/,지적/중복장애인 거주 및 생활지원
,,,장애인(교통약자),장애인복지법,Y,장애인거주시설,지적장애인시설(남),성빈센트환경마을,,장춘호,031-585-9066~7,,031-585-9065,조종면 연인산로 308,법인,사회복지법인 서울카톨릭사회복지회,29,,,,,,,,,,http://www.vincentvillage.co.kr,
,,,장애인(교통약자),장애인복지법,Y,장애인거주시설,지적장애인시설(남),가난한 마음의 집,126-82-20527,김진희,031-585-3210,,,상면 수역길 119,법인,사회복지법인 마음의 집,29,,,,,,,,,,http://마음의집.com,
,,,청소년,청소년복지지원법,N,청소년상담기관,청소년상담기관,가평군청소년상담복지센터,,김보니,031-582-2000,gp1388@gpyouth.or.kr,031-582-8835,청평면 은고개로 39 1층,법인,재단법인 행복함께나누는재단,,,,,,,,,,,https://gp1388.or.kr/,
,,,청소년,"청소년기본법, 청소년활동지원법",N,청소년수련시설,청소년문화의집,조종 청소년문화의집,,박찬란,031-584-0707,jjyc@gpyouth.or.kr,031-584-1372,조종면 청군로 1270,법인,재단법인 행복함께나누는재단,,,,,,,,,,,https://jjyouth.or.kr/,
,,,청소년,"청소년기본법, 청소년활동지원법",N,청소년수련시설,청소년문화의집,가평 청소년문화의집,,지윤정,031-581-0924,gpyouth@gpyouth.or.kr, 031-601-8522,가평읍 문화로 120,법인,재단법인 행복함께나누는재단,,,,,,,,,,,https://www.gpyouth.or.kr/,
,,,청소년,"청소년기본법, 청소년활동지원법",N,청소년수련시설,청소년문화의집,가평군 설악청소년문화의집(설악청소년센터),,전지선,031-584-1522,seorakyouth@gpyouth.or.kr,031-584-1722,"설악면 자잠로 63 (신천리, 설악 다문화종합복지관)",법인,재단법인 행복함께나누는재단,,,,,,,,,,,https://seorakyouth.or.kr/,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
